date,dategroup,time,hive,,solar radiation(1min mean)(1/2hr),solar radiation (mean)(6:00~16:00),wind speed(1min mean)(1/2hr),temperature(1min mean)(1/2hr),precipitation(mm)(1min mean)(1/2hr),outdoor temperature,indoor temperature (top),indoor temperature (mid),heat up,heating level,weather,opening,note,weight of pollen (g),weight of pollen (1hr),number of bees,average weight of pollen (mg),outlier,remove16,number of pollen,size of pollen,,,,,??????,weight_r,number_r,weight_1,number_1,weight_2,number_2,weight_3,number_3,weight_4,number_4,weight_5,number_5,weight_6,number_6,weight_7,number_7,weight_8,number_8,weight_9,number_9,weight_10,number_10,weight_11,number_11,weight_12,number_12,weight_13,number_13,weight_14,number_14,weight_15,number_15,weight_16,number_16,weight_17,number_17,weight_18,number_18,weight_19,number_19,weight_20,number_20,weight_21,number_21,weight_22,number_22,weight_23,number_23,weight_24,number_24,weight_25,number_25,weight_26,number_26,weight_27,number_27,weight_28,number_28,weight_29,number_29,weight_30,number_30,weight_31,number_31,weight_32,number_32,weight_33,number_33,weight_34,number_34,weight_35,number_35,weight_36,number_36,weight_37,number_37,weight_38,number_38,weight_39,number_39,weight_40,number_40,weight_41,number_41,weight_42,number_42,weight_43,number_43,weight_44,number_44,weight_45,number_45,weight_46,number_46,weight_47,number_47,weight_48,number_48,weight_49,number_49,weight_50,number_50,weight_51,number_51,weight_52,number_52,weight_53,number_53,weight_54,number_54,weight_56,number_56,weight_57,number_57,weight_58,number_58,weight_60,number_60,weight_61,number_61,weight_62,number_62,weight_63,number_63,weight_64,number_64,weight_66,number_66,weight_67,number_67,weight_68,number_68,weight_69,number_69,weight_70,number_70,weight_71,number_71,weight_72,number_72,weight_73,number_73,weight_74,number_74,weight_75,number_75
2020/9/18,,16:00,A,,1.7,24.84,0.8,29.31,0,32.13,33.95,,0, ,,,,0.1008,0.06048,6535,0.00925525,V,V,,,,1.2098,1.109,,,,,,,,,,,,,,,,,0.0029,1,,,,,0.0887,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/18,,16:00,B,,1.7,24.84,0.8,29.31,0,31.95,34.36,,0, ,,,,0.1771,0.10626,7332,0.01449198,V,V,,,,1.2859,1.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/18,,18:00,A,,,,,,,,,,0,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/18,,18:00,B,,,,,,,,,,0,,,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,06:00,A,,1.83,19.17,0.3,25.39,0,27.66,29.1,,0, ,rainy,,,0.2689,0.40335,5970,0.06756659,,,,,,1.3772,1.1083,,,0.006,2,,,0.0301,8,0.095,20,,,0.0071,2,,,0.0189,5,,,0.0094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045,1,,,,,,,0.0273,7,,,0.0121,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,06:00,B,,1.83,19.17,0.3,25.39,0,28.43,30.77,,0,,rainy,battery in,,0.3346,0.5019,6862,0.07313839,,,,,,1.4458,1.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,07:00,A,,8.38,19.17,0.52,26.42,0,28.82,29.82,,0, ,overcast,,,0.1963,0.29445,5970,0.04932436,,,,,,1.3095,1.1132,,,,,,,0.0022,1,0.0131,3,,,0.0118,3,,,0.0357,7,,,0.0328,4,,,,,,,,,,,,,,,,,,,,,0.0155,4,0.0017,1,,,,,,,,,0,1,,,,,,,,,0.0172,4,0.0033,1,0.0173,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,07:00,B,,8.38,19.17,0.52,26.42,0,29.21,31.43,,0,,overcast,,,0.3309,0.49635,6862,0.07232963,,,,,,1.4595,1.1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,08:00,A,,7.28,19.17,0.57,26.66,0,29.32,30.6,,0, ,rainy,,,1.1067,1.66005,5970,0.27808085,,,,,,2.2046,1.0979,,,0.0086,2,,,,,0.0307,10,,,,,,,0.1353,26,0.7216,112,0.0356,4,,,,,,,,,,,0.0048,1,0.017,3,,,,,,,,,0.0269,9,,,,,,,,,0.0015,1,,,,,,,,,0.0122,3,0.0221,5,0.0125,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,08:00,B,,7.28,19.17,0.57,26.66,0,29.32,31.6,,0,,rainy,,,1.4547,2.18205,6862,0.31797494,,,,,,3.6614,2.2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,09:00,A,,7.43,19.17,0.69,26.84,0,29.16,30.45,,0, ,rainy,,,0.367,0.5505,5970,0.0922162,,,,,,1.4813,1.1143,,,0.0017,1,,,,,0.0112,5,,,,,,,0.0122,3,0.2022,30,,,,,,,,,,,,,0.0256,4,0.0095,2,,,,,,,,,0.0631,16,0.0009,1,,,,,,,,,,,,,0.0031,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,09:00,B,,7.43,19.17,0.69,26.84,0,29.21,31.6,,0,,rainy,,,1.493,2.2395,6862,0.32634672,,,,,,3.7355,2.2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,10:00,A,,26.78,19.17,1.02,28.16,0,31.37,31.08,,0, ,overcast,feeding,,1.652,0.9912,5970,0.16603942,,,,,,3.8595,2.2075,,,0.006,2,,,,,,,,,,,,,0.022,5,1.2072,173,0.0211,2,0.0248,8,,,,,,,0.0251,6,0.0459,7,0.0094,2,,,,,,,,,0.2358,52,,,,,,,,,0.0013,1,,,,,,,,,,,0.0013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,10:00,B,,26.78,19.17,1.02,28.16,0,31.19,32.17,,1,mid,overcast,change battery,,3.5987,2.15922,6862,0.31464808,,,,,,6.9347,3.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,12:00,A,,33.93,19.17,1.1,29.18,0,32.18,32.55,,0, ,sunny,,,2.4629,1.47774,5970,0.24754146,,,,,,4.719,2.2561,,,,,,,,,,,,,,,,,0.0141,4,2.0952,312,0.0244,3,0.0707,19,,,,,,,0.0256,7,,,0.0029,1,,,,,,,,,0.4153,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,12:00,B,,33.93,19.17,1.1,29.18,0,32.48,33.83,,1,mid,sunny,,,5.3849,3.23094,6862,0.47082236,,,,,,10.9788,5.5939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,14:00,A,,25.41,19.17,1.34,29,0,31.39,33.1,,0, ,sunny,,,2.0765,1.2459,5970,0.20870512,,,,,,4.2834,2.2069,,,,,,,,,,,,,,,,,,,1.9809,283,,,0.0278,5,,,,,,,0.0025,2,,,,,,,,,,,,,0.0598,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,14:00,B,,25.41,19.17,1.34,29,0,32.5,34.48,,1,mid,sunny,,,1.742,1.0452,6862,0.15230971,,,,,,3.9733,2.2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,16:00,A,,,,,,,,,,1,mid,sunny,battery in,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,1,16:00,B,,,,,,,,,,0,,sunny,battery out,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,06:00,A,,3.22,32.58,0.36,23.63,0,30.45,28.95,,0,,sunny,change battery,,0.511,0.7665,5781,0.13258187,,,,,,1.6213,1.1103,,,0.008,1,,,0.1204,20,0.0203,3,,,,,,,0.0421,8,,,,,,,,,,,0.0246,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1639,32,0.0282,5,0.0578,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,06:00,B,,3.22,32.58,0.36,23.63,0,26.7,29.32,,0,,sunny,,,0.3147,0.47205,6706,0.07039569,,,,,,1.4438,1.1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,07:00,A,,9.65,32.58,0.68,25.76,0,29.35,29.77,,0,,sunny,,,0.3971,0.59565,5781,0.10302987,,,,,,1.5212,1.1241,,,0.0092,1,,,0.021,4,0.0656,10,,,,,,,0.0332,7,0.1308,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,1,,,0.0039,2,0.0345,6,0.0666,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,07:00,B,,9.65,32.58,0.68,25.76,0,27.88,30,,0,,sunny,,,0.5072,0.7608,6706,0.11345628,,,,,,1.6213,1.1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,08:00,A,,28.12,32.58,0.98,27.93,0,30.43,30.88,,0,,sunny,,,0.5232,0.7848,5781,0.13574723,,,,,,1.6214,1.0982,,,,,,,,,0.0348,7,,,,,,,0.0347,7,0.3544,55,,,,,,,,,,,,,0.0034,1,0.0087,2,,,,,,,,,0.0079,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122,2,0.0397,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,08:00,B,,28.12,32.58,0.98,27.93,0,29.27,31.16,,0,,sunny,,,2.1741,3.26115,6706,0.48632748,,,,,,4.3776,2.2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,09:00,A,,39.01,32.58,1.01,28.84,0,30.35,31.23,,0,,sunny,,,0.3569,0.53535,5781,0.09259975,,,,,,1.4519,1.095,,,,,,,0.0026,1,,,,,0.0007,1,,,,,0.271,45,,,0.002,1,,,,,,,,,,,,,,,,,,,,,0.0756,13,,,,,,,0.0016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,09:00,B,,39.01,32.58,1.01,28.84,0,30.35,32.1,,0,,sunny,,,1.2536,1.8804,6706,0.28041955,,,,,,2.3518,1.0982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,10:00,A,,50.43,32.58,1.13,29.9,0,38.23,32.91,,1,high,sunny,change battery,,2.9296,1.75776,5781,0.30404059,,,,,,6.3119,3.3823,,,,,,,,,,,,,,,,,,,2.7233,363,0.0236,4,0.0223,4,,,,,,,,,,,0.0074,2,,,,,,,,,0.135,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,10:00,B,,50.43,32.58,1.13,29.9,0,33.12,33.36,,0,,sunny,feeding,,1.7725,1.0635,6706,0.15859721,,,,,,3.9784,2.2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,12:00,A,,46.98,32.58,1.37,29.92,0,43.08,34.12,,1,high,sunny,,,4.1896,2.51376,5781,0.43480627,,,,,,8.652,4.4624,,,,,,,,,,,,,,,,,,,3.9863,516,0.0437,5,0.0463,8,,,,,,,,,,,,,,,,,,,,,0.1115,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,12:00,B,,46.98,32.58,1.37,29.92,0,31.81,34.15,,0,,sunny,,,4.3119,2.58714,6706,0.38581399,,,,,,8.7524,4.4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,14:00,A,,26.03,32.58,1.33,28.67,0,43.28,34.34,,1,high,sunny,,,0.6216,0.37296,5781,0.06451107,,,,,,1.7506,1.129,,,,,,,,,,,,,,,,,,,0.594,82,,,0.0014,1,,,,,,,,,,,,,,,,,,,,,0.0424,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,14:00,B,,26.03,32.58,1.33,28.67,0,31.92,35.1,,0,,sunny,,,1.9301,1.15806,6706,0.17269871,,,,,,4.1518,2.2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,16:00,A,,,,,,,,,,0,,sunny,battery out,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,1,16:00,B,,,,,,,,,,0,,sunny,battery in,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,06:00,A,,2.08,32.11,0.44,23.26,0,26.25,28.15,,0,,sunny,,,0.2998,0.4497,5593,0.08040408,,,,,,1.411,1.1112,,,0.0167,3,,,,,0.0128,3,,,,,,,0.0175,3,0.0825,11,,,,,,,0.0107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0292,4,,,,,,,0.0179,5,0.0228,6,,,,,0.0222,4,0.0414,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,06:00,B,,2.08,32.11,0.44,23.26,0,28.2,29.4,,0,,sunny,change battery,,0.8288,1.2432,6549,0.18983051,,,,,,1.9437,1.1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,07:00,A,,8.65,32.11,0.52,25.04,0,28.71,29.04,,0,,sunny,,,0.1905,0.28575,5593,0.05109065,,,,,,1.302,1.1115,,,,,,,,,0.0072,2,,,,,,,0.0201,5,0.0219,3,,,,,,,0.0108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1176,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,07:00,B,,8.65,32.11,0.52,25.04,0,27.73,29.99,,0,,sunny,,,0.5358,0.8037,6549,0.12272103,,,,,,1.6416,1.1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,08:00,A,,29.19,32.11,0.84,27.8,0,30.43,30.7,,0,,sunny,,,0.2834,0.4251,5593,0.07600572,,,,,,1.3929,1.1095,,,,,,,,,0.011,3,,,,,,,0.0132,3,0.067,9,,,,,,,,,,,,,,,0.0027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565,43,,,,,0.0238,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,08:00,B,,29.19,32.11,0.84,27.8,0,28.71,31.49,,0,,sunny,,,2.3894,3.5841,6549,0.54727439,,,,,,4.6084,2.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,09:00,A,,39.45,32.11,0.98,29.05,0,30.6,31.32,,0,,sunny,,,0.1836,0.2754,5593,0.04924012,,,,,,1.2948,1.1112,,,,,,,,,0.0148,2,,,,,,,0.0054,1,0.1567,25,,,,,,,,,,,,,,,0.006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,09:00,B,,39.45,32.11,0.98,29.05,0,29.55,32.2,,0,,sunny,,,1.8241,2.73615,6549,0.41779661,,,,,,4.0775,2.2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,10:00,A,,48.46,32.11,1.1,30.28,0,31.75,32.2,,0,,sunny,Inspection,,1.8135,1.0881,5593,0.19454675,,,,,,4.0327,2.2192,,,,,0.001,1,,,,,,,,,,,0.0072,3,1.6672,230,0.0198,4,0.0047,2,,,,,0.001,1,,,,,0.0043,1,,,,,,,,,0.0648,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,10:00,B,,48.46,32.11,1.1,30.28,0,31.75,33.58,,0,,sunny,Inspection,,1.2395,0.7437,6549,0.11355932,,,,,,2.3687,1.1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,12:00,A,,44.93,32.11,1.22,30.78,0,32.65,33.17,,0,,sunny,,,4.791,2.8746,5593,0.51396388,,,,,,9.2336,4.4426,,,,,,,,,,,,,,,,,,,4.4992,595,0.0341,8,0.0104,2,,,,,0.0127,4,0.137,4,,,,,,,,,,,,,0.1434,22,,,,,,,,,,,,,,,,,,,,,,,0.0043,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,12:00,B,,44.93,32.11,1.22,30.78,0,32.46,34.6,,0,,sunny,,,7.0055,4.2033,6549,0.64182318,,,,,,13.6985,6.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,14:00,A,,29.25,32.11,1.33,30.15,0,32.6,33.6,,0,,sunny,,,1.1841,0.71046,5593,0.12702664,,,,,,2.2898,1.1057,,,,,,,,,,,,,,,,,,,1.0413,147,0.0117,1,0.007,2,,,,,,,0.0288,7,,,,,,,,,,,,,0.0545,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,14:00,B,,29.25,32.11,1.33,30.15,0,32.67,34.6,,0,,sunny,,,2.4708,1.48248,6549,0.22636738,,,,,,4.7009,2.2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,16:00,A,,,,,,,,,,0,,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/23,1,16:00,B,,,,,,,,,,0,,sunny,,,,,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,06:00,A,,2.78,23.98,0.48,21.77,0,22.77,30.35,,1,mid,sunny,battery,,2.0885,3.13275,5275,0.59391128,,,,,,4.3144,2.2259,,,0.0028,3,,,,,,,,,,,,,0.1879,37,1.7736,223,,,,,,,,,,,,,0.0161,3,,,,,,,0.0181,5,,,,,,,,,,,,,,,,,,,,,,,0.0204,6,,,,,,,0.0068,4,0.0016,1,0.0176,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,1,06:00,B,,2.78,23.98,0.48,21.77,0,24.2,28.05,,0,,sunny,,,0.2127,0.31905,7265,0.04391872,,,,,,1.3317,1.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
